"cve_id","cwes","description","severity","exploitability","impact","published_date","last_modified_date","refs","code_refs","commits"
"CVE-2023-38500","{'CWE-79'}","TYPO3 HTML Sanitizer is an HTML sanitizer, written in PHP, aiming to provide cross-site-scripting-safe markup based on explicitly allowed tags, attributes and values. Starting in version 1.0.0 and prior to versions 1.5.1 and 2.1.2, due to an encoding issue in the serialization layer, malicious markup nested in a `noscript` element was not encoded correctly. `noscript` is disabled in the default configuration, but might have been enabled in custom scenarios. This allows bypassing the cross-site scripting mechanism of TYPO3 HTML Sanitizer. Versions 1.5.1 and 2.1.2 fix the problem.","","","","2023-07-25T21:15Z","2023-08-02T19:14Z","{'https://github.com/TYPO3/html-sanitizer/commit/e3026f589fef0be8c3574ee3f0a0bfbe33d7ebdb', 'https://typo3.org/security/advisory/typo3-core-sa-2023-002', 'https://github.com/TYPO3/html-sanitizer/security/advisories/GHSA-59jf-3q9v-rh6g'}","{'https://github.com/TYPO3/html-sanitizer/commit/e3026f589fef0be8c3574ee3f0a0bfbe33d7ebdb'}","{'https://github.com/TYPO3/html-sanitizer/commit/e3026f589fef0be8c3574ee3f0a0bfbe33d7ebdb'}"
"CVE-2023-38501","{'CWE-79'}","copyparty is file server software. Prior to version 1.8.7, the application contains a reflected cross-site scripting via URL-parameter `?k304=...` and `?setck=...`. The worst-case outcome of this is being able to move or delete existing files on the server, or upload new files, using the account of the person who clicks the malicious link. It is recommended to change the passwords of one's copyparty accounts, unless one have inspected one's logs and found no trace of attacks. Version 1.8.7 contains a patch for the issue.","","","","2023-07-25T22:15Z","2023-08-02T19:50Z","{'https://github.com/9001/copyparty/commit/007d948cb982daa05bc6619cd20ee55b7e834c38', 'http://packetstormsecurity.com/files/173821/Copyparty-1.8.6-Cross-Site-Scripting.html', 'https://github.com/9001/copyparty/security/advisories/GHSA-f54q-j679-p9hh'}","{'https://github.com/9001/copyparty/commit/007d948cb982daa05bc6619cd20ee55b7e834c38'}","{'https://github.com/9001/copyparty/commit/007d948cb982daa05bc6619cd20ee55b7e834c38'}"
"CVE-2023-38504","{'NVD-CWE-noinfo'}","Sails is a realtime MVC Framework for Node.js. In Sails apps prior to version 1.5.7,, an attacker can send a virtual request that will cause the node process to crash. This behavior was fixed in Sails v1.5.7. As a workaround, disable the sockets hook and remove the `sails.io.js` client.","","","","2023-07-27T19:15Z","2023-08-03T13:40Z","{'https://github.com/balderdashy/sails/security/advisories/GHSA-gpw9-fwm8-7rx7', 'https://github.com/balderdashy/sails/pull/7287', 'https://github.com/balderdashy/sails/commit/4a023dc5095a4b30fdc8535f705ed34cd22d2f7d', 'https://github.com/balderdashy/sails/releases/tag/v1.5.7'}","{'https://github.com/balderdashy/sails/commit/4a023dc5095a4b30fdc8535f705ed34cd22d2f7d'}","{'https://github.com/balderdashy/sails/commit/4a023dc5095a4b30fdc8535f705ed34cd22d2f7d'}"
"CVE-2023-38505","{'CWE-667'}","DietPi-Dashboard is a web dashboard for the operating system DietPi. The dashboard only allows for one TLS handshake to be in process at a given moment. Once a TCP connection is established in HTTPS mode, it will assume that it should be waiting for a handshake, and will stay this way indefinitely until a handshake starts or some error occurs. In version 0.6.1, this can be exploited by simply not starting the handshake, preventing any other TLS handshakes from getting through. An attacker can lock the dashboard in a state where it is waiting for a TLS handshake from the attacker, who won't provide it. This prevents any legitimate traffic from getting to the dashboard, and can last indefinitely. Version 0.6.2 has a patch for this issue. As a workaround, do not use HTTPS mode on the open internet where anyone can connect. Instead, put a reverse proxy in front of the dashboard, and have it handle any HTTPS connections.","","","","2023-07-27T19:15Z","2023-08-03T13:40Z","{'https://github.com/ravenclaw900/DietPi-Dashboard/security/advisories/GHSA-3jr4-9rxf-fr44', 'https://asciinema.org/a/8nRKbdf7AkPLmP3QxFZUSmPwp?t=7', 'https://github.com/ravenclaw900/DietPi-Dashboard/commit/79cd78615d28f577454415e4baafe4dcd9d09666', 'https://github.com/ravenclaw900/DietPi-Dashboard/pull/606'}","{'https://github.com/ravenclaw900/DietPi-Dashboard/commit/79cd78615d28f577454415e4baafe4dcd9d09666'}","{'https://github.com/ravenclaw900/DietPi-Dashboard/commit/79cd78615d28f577454415e4baafe4dcd9d09666'}"
"CVE-2023-38508","{'CWE-862'}","Tuleap is an open source suite to improve management of software developments and collaboration. In Tuleap Community Edition prior to version 14.11.99.28 and Tuleap Enterprise Edition prior to versions 14.10-6 and 14.11-3, the preview of an artifact link with a type does not respect the project, tracker and artifact level permissions. The issue occurs on the artifact view (not reproducible on the artifact modal). Users might get access to information they should not have access to. Only the title, status, assigned to and last update date fields as defined by the semantics are impacted. If those fields have strict permissions (e.g. the title is only visible to a specific user group) those permissions are still enforced. Tuleap Community Edition 14.11.99.28, Tuleap Enterprise Edition 14.10-6, and Tuleap Enterprise Edition 14.11-3 contain a fix for this issue.","","","","2023-08-24T23:15Z","2023-08-30T18:23Z","{'https://github.com/Enalean/tuleap/commit/307c1c8044522a2dcc711062b18a3b3f9059a6c3', 'https://tuleap.net/plugins/tracker/?aid=33608', 'https://tuleap.net/plugins/git/tuleap/tuleap/stable?a=commit&h=307c1c8044522a2dcc711062b18a3b3f9059a6c3', 'https://github.com/Enalean/tuleap/security/advisories/GHSA-h637-g4xp-2992'}","{'https://github.com/Enalean/tuleap/commit/307c1c8044522a2dcc711062b18a3b3f9059a6c3'}","{'https://github.com/Enalean/tuleap/commit/307c1c8044522a2dcc711062b18a3b3f9059a6c3'}"
"CVE-2023-38510","{'CWE-862'}","Tolgee is an open-source localization platform. Starting in version 3.14.0 and prior to version 3.23.1, when a request is made using an API key, the backend fails to verify the permission scopes associated with the key, effectively bypassing permission checks entirely for some endpoints. It's important to note that this vulnerability only affects projects that have inadvertently exposed their API keys on the internet. Projects that have kept their API keys secure are not impacted. This issue is fixed in version 3.23.1.","","","","2023-07-27T19:15Z","2023-08-03T13:41Z","{'https://github.com/tolgee/tolgee-platform/commit/4776cba67e7bb8c1b0259376e3e5fa3bb46e45c7', 'https://github.com/tolgee/tolgee-platform/security/advisories/GHSA-4f9j-4vh4-p85v', 'https://github.com/tolgee/tolgee-platform/releases/tag/v3.23.1', 'https://github.com/tolgee/tolgee-platform/pull/1818'}","{'https://github.com/tolgee/tolgee-platform/commit/4776cba67e7bb8c1b0259376e3e5fa3bb46e45c7'}","{'https://github.com/tolgee/tolgee-platform/commit/4776cba67e7bb8c1b0259376e3e5fa3bb46e45c7'}"
"CVE-2023-3852","{'CWE-434'}","A vulnerability was found in OpenRapid RapidCMS up to 1.3.1. It has been declared as critical. This vulnerability affects unknown code of the file /admin/upload.php. The manipulation of the argument file leads to unrestricted upload. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. The name of the patch is 4dff387283060961c362d50105ff8da8ea40bcbe. It is recommended to apply a patch to fix this issue. The identifier of this vulnerability is VDB-235204.","","","","2023-07-23T22:15Z","2023-07-31T18:24Z","{'https://github.com/OpenRapid/rapidcms/commit/4dff387283060961c362d50105ff8da8ea40bcbe', 'https://vuldb.com/?ctiid.235204', 'https://github.com/OpenRapid/rapidcms/issues/1', 'https://vuldb.com/?id.235204'}","{'https://github.com/OpenRapid/rapidcms/commit/4dff387283060961c362d50105ff8da8ea40bcbe'}","{'https://github.com/OpenRapid/rapidcms/commit/4dff387283060961c362d50105ff8da8ea40bcbe'}"
"CVE-2023-3863","{'CWE-416'}","A use-after-free flaw was found in nfc_llcp_find_local in net/nfc/llcp_core.c in NFC in the Linux kernel. This flaw allows a local user with special privileges to impact a kernel information leak issue.","","","","2023-07-24T15:15Z","2023-08-19T18:17Z","{'https://www.debian.org/security/2023/dsa-5480', 'https://access.redhat.com/security/cve/CVE-2023-3863', 'https://bugzilla.redhat.com/show_bug.cgi?id=2225126', 'https://github.com/torvalds/linux/commit/6709d4b7bc2e079241fdef15d1160581c5261c10'}","{'https://github.com/torvalds/linux/commit/6709d4b7bc2e079241fdef15d1160581c5261c10'}","{'https://github.com/torvalds/linux/commit/6709d4b7bc2e079241fdef15d1160581c5261c10'}"
"CVE-2023-38684","{'CWE-770'}","Discourse is an open source discussion platform. Prior to version 3.0.6 of the `stable` branch and version 3.1.0.beta7 of the `beta` and `tests-passed` branches, in multiple controller actions, Discourse accepts limit params but does not impose any upper bound on the values being accepted. Without an upper bound, the software may allow arbitrary users to generate DB queries which may end up exhausting the resources on the server. The issue is patched in version 3.0.6 of the `stable` branch and version 3.1.0.beta7 of the `beta` and `tests-passed` branches. There are no known workarounds for this vulnerability.","","","","2023-07-28T16:15Z","2023-08-03T17:36Z","{'https://github.com/discourse/discourse/security/advisories/GHSA-ff7g-xv79-hgmf', 'https://github.com/discourse/discourse/commit/bfc3132bb22bd5b7e86f428746b89c4d3d7f5a70'}","{'https://github.com/discourse/discourse/commit/bfc3132bb22bd5b7e86f428746b89c4d3d7f5a70'}","{'https://github.com/discourse/discourse/commit/bfc3132bb22bd5b7e86f428746b89c4d3d7f5a70'}"
"CVE-2023-38685","{'NVD-CWE-noinfo'}","Discourse is an open source discussion platform. Prior to version 3.0.6 of the `stable` branch and version 3.1.0.beta7 of the `beta` and `tests-passed` branches, information about restricted-visibility topic tags could be obtained by unauthorized users. The issue is patched in version 3.0.6 of the `stable` branch and version 3.1.0.beta7 of the `beta` and `tests-passed` branches.","","","","2023-07-28T16:15Z","2023-08-03T17:35Z","{'https://github.com/discourse/discourse/security/advisories/GHSA-wx6x-q4gp-mgv5', 'https://github.com/discourse/discourse/commit/073661142369a0a66c25775cc3870582a679ef8b'}","{'https://github.com/discourse/discourse/commit/073661142369a0a66c25775cc3870582a679ef8b'}","{'https://github.com/discourse/discourse/commit/073661142369a0a66c25775cc3870582a679ef8b'}"
"CVE-2023-38686","{'CWE-295'}","Sydent is an identity server for the Matrix communications protocol. Prior to version 2.5.6, if configured to send emails using TLS, Sydent does not verify SMTP servers' certificates. This makes  Sydent's emails vulnerable to interception via a man-in-the-middle (MITM) attack. Attackers with privileged access to the network can intercept room invitations and address confirmation emails. This is patched in Sydent 2.5.6. When patching, make sure that Sydent trusts the certificate of the server it is connecting to. This should happen automatically when using properly issued certificates. Those who use self-signed certificates should make sure to copy their Certification Authority certificate, or their self signed certificate if using only one, to the trust store of your operating system. As a workaround, one can ensure Sydent's emails fail to send by setting the configured SMTP server to a loopback or non-routable address under one's control which does not have a listening SMTP server.","","","","2023-08-04T16:15Z","2023-08-10T19:30Z","{'https://github.com/matrix-org/sydent/pull/574', 'https://github.com/matrix-org/sydent/releases/tag/v2.5.6', 'https://github.com/matrix-org/sydent/commit/1cd748307c6b168b66154e6c4db715d4b9551261', 'https://peps.python.org/pep-0476/', 'https://github.com/python/cpython/issues/91826', 'https://github.com/matrix-org/sydent/security/advisories/GHSA-p6hw-wm59-3g5g', 'https://docs.python.org/3/library/ssl.html?highlight=ssl#security-considerations'}","{'https://github.com/matrix-org/sydent/commit/1cd748307c6b168b66154e6c4db715d4b9551261'}","{'https://github.com/matrix-org/sydent/commit/1cd748307c6b168b66154e6c4db715d4b9551261'}"
"CVE-2023-38688","{'CWE-311'}","twitch-tui provides Twitch chat in a terminal. Prior to version 2.4.1, the connection is not using TLS for communication. In the configuration of the irc connection, the software disables TLS, which makes all communication to Twitch IRC servers unencrypted. As a result, communication, including auth tokens, can be sniffed. Version 2.4.1 has a patch for this issue.","","","","2023-08-04T17:15Z","2023-08-09T21:05Z","{'https://github.com/Xithrius/twitch-tui/blob/340afc3c8c07a83289fe6ef614aa7563c8b70756/src/twitch/connection.rs#L23', 'https://github.com/Xithrius/twitch-tui/commit/74d13ddca35f8f0816f4933c229da1fd95c0350a', 'https://github.com/Xithrius/twitch-tui/security/advisories/GHSA-779w-xvpm-78jx'}","{'https://github.com/Xithrius/twitch-tui/commit/74d13ddca35f8f0816f4933c229da1fd95c0350a'}","{'https://github.com/Xithrius/twitch-tui/commit/74d13ddca35f8f0816f4933c229da1fd95c0350a'}"
"CVE-2023-38689","{'CWE-502'}","Logistics Pipes is a modification (a.k.a. mod) for the computer game Minecraft Java Edition. The mod used Java's `ObjectInputStream#readObject` on untrusted data coming from clients or servers over the network resulting in possible remote code execution when sending specifically crafted network packets after connecting. The affected versions were released between 2013 and 2016 and the issue (back then unknown) was fixed in 2016 by a refactoring of the network IO code.  
The issue is present in all Logistics Pipes versions ranged from 0.7.0.91 prior to 0.10.0.71, which were downloaded from different platforms summing up to multi-million downloads. For Minecraft version 1.7.10 the issue was fixed in build 0.10.0.71. Everybody on Minecraft 1.7.10 should check their version number of Logistics Pipes in their modlist and update, if the version number is smaller than 0.10.0.71. Any newer supported Minecraft version (like 1.12.2) never had a Logistics Pipes version with vulnerable code. The best available workaround for vulnerable versions is to play in singleplayer only or update to newer Minecraft versions and modpacks.","","","","2023-08-04T17:15Z","2023-08-11T21:03Z","{'https://github.com/RS485/LogisticsPipes/commit/527c4f4fb028e9afab29d4e639935010ad7be9e7', 'https://github.com/RS485/LogisticsPipes/security/advisories/GHSA-mcp7-xf3v-25x3', 'https://github.com/RS485/LogisticsPipes/commit/39a90b8f2d1a2bcc512ec68c3e139f1dac07aa56'}","{'https://github.com/RS485/LogisticsPipes/commit/527c4f4fb028e9afab29d4e639935010ad7be9e7', 'https://github.com/RS485/LogisticsPipes/commit/39a90b8f2d1a2bcc512ec68c3e139f1dac07aa56'}","{'https://github.com/RS485/LogisticsPipes/commit/39a90b8f2d1a2bcc512ec68c3e139f1dac07aa56', 'https://github.com/RS485/LogisticsPipes/commit/527c4f4fb028e9afab29d4e639935010ad7be9e7'}"
"CVE-2023-38690","{'CWE-20', 'CWE-77'}","matrix-appservice-irc is a Node.js IRC bridge for Matrix. Prior to version 1.0.1, it is possible to craft a command with newlines which would not be properly parsed. This would mean you could pass a string of commands as a channel name, which would then be run by the IRC bridge bot. Versions 1.0.1 and above are patched. There are no robust workarounds to the bug. One may disable dynamic channels in the config to disable the most common execution method but others may exist.","","","","2023-08-04T17:15Z","2023-08-11T18:58Z","{'https://github.com/matrix-org/matrix-appservice-irc/releases/tag/1.0.1', 'https://github.com/matrix-org/matrix-appservice-irc/commit/0afb064635d37e039067b5b3d6423448b93026d3', 'https://github.com/matrix-org/matrix-appservice-irc/security/advisories/GHSA-3pmj-jqqp-2mj3'}","{'https://github.com/matrix-org/matrix-appservice-irc/commit/0afb064635d37e039067b5b3d6423448b93026d3'}","{'https://github.com/matrix-org/matrix-appservice-irc/commit/0afb064635d37e039067b5b3d6423448b93026d3'}"
"CVE-2023-38691","{'CWE-287'}","matrix-appservice-bridge provides an API for setting up bridges. Starting in version 4.0.0 and prior to versions 8.1.2 and 9.0.1, a malicious Matrix server can use a foreign user's MXID in an OpenID exchange, allowing a bad actor to impersonate users when using the provisioning API. The library does not check that the servername part of the `sub` parameter (containing the user's *claimed* MXID) is the the same as the servername we are talking to. A malicious actor could spin up a server on any given domain, respond with a `sub` parameter according to the user they want to act as and use the resulting token to perform provisioning requests. Versions 8.1.2 and 9.0.1 contain a patch. As a workaround, disable the provisioning API.","","","","2023-08-04T17:15Z","2023-08-11T19:34Z","{'https://github.com/matrix-org/matrix-appservice-bridge/commit/4c6723a5e7beda65cdf1ae5dbb882e8beaac8552', 'https://github.com/matrix-org/matrix-appservice-bridge/security/advisories/GHSA-vc7j-h8xg-fv5x'}","{'https://github.com/matrix-org/matrix-appservice-bridge/commit/4c6723a5e7beda65cdf1ae5dbb882e8beaac8552'}","{'https://github.com/matrix-org/matrix-appservice-bridge/commit/4c6723a5e7beda65cdf1ae5dbb882e8beaac8552'}"
"CVE-2023-38695","{'CWE-22'}","cypress-image-snapshot shows visual regressions in Cypress with jest-image-snapshot. Prior to version 8.0.2, it's possible for a user to pass a relative file path for the snapshot name and reach outside of the project directory into the machine running the test. This issue has been patched in version 8.0.2.


","","","","2023-08-04T18:15Z","2023-08-09T13:18Z","{'https://github.com/simonsmith/cypress-image-snapshot/releases/tag/8.0.2', 'https://github.com/simonsmith/cypress-image-snapshot/commit/ef49519795daf5183f4fac6f3136e194f20f39f4', 'https://github.com/simonsmith/cypress-image-snapshot/security/advisories/GHSA-vxjg-hchx-cc4g', 'https://github.com/simonsmith/cypress-image-snapshot/issues/15'}","{'https://github.com/simonsmith/cypress-image-snapshot/commit/ef49519795daf5183f4fac6f3136e194f20f39f4'}","{'https://github.com/simonsmith/cypress-image-snapshot/commit/ef49519795daf5183f4fac6f3136e194f20f39f4'}"
"CVE-2023-38697","{'CWE-444'}","protocol-http1 provides a low-level implementation of the HTTP/1 protocol. RFC 9112 Section 7.1 defined the format of chunk size, chunk data and chunk extension. The value of Content-Length header should be a string of 0-9 digits, the chunk size should be a string of hex digits and should split from chunk data using CRLF, and the chunk extension shouldn't contain any invisible character. However, Falcon has following behaviors while disobey the corresponding RFCs: accepting Content-Length header values that have `+` prefix, accepting Content-Length header values that written in hexadecimal with `0x` prefix, accepting `0x` and `+` prefixed chunk size, and accepting LF in chunk extension. This behavior can lead to desync when forwarding through multiple HTTP parsers, potentially results in HTTP request smuggling and firewall bypassing. This issue is fixed in `protocol-http1` v0.15.1. There are no known workarounds.","","","","2023-08-04T18:15Z","2023-08-10T15:34Z","{'https://github.com/socketry/protocol-http1/commit/e11fc164fd2b36f7b7e785e69fa8859eb06bcedd', 'https://github.com/socketry/protocol-http1/security/advisories/GHSA-6jwc-qr2q-7xwj', 'https://www.rfc-editor.org/rfc/rfc9112#name-chunked-transfer-coding', 'https://github.com/socketry/protocol-http1/pull/20'}","{'https://github.com/socketry/protocol-http1/commit/e11fc164fd2b36f7b7e785e69fa8859eb06bcedd'}","{'https://github.com/socketry/protocol-http1/commit/e11fc164fd2b36f7b7e785e69fa8859eb06bcedd'}"
"CVE-2023-38698","{'CWE-190'}","Ethereum Name Service (ENS) is a distributed, open, and extensible naming system based on the Ethereum blockchain. According to the documentation, controllers are allowed to register new domains and extend the expiry of existing domains, but they cannot change the ownership or reduce the expiration time of existing domains. However, a preliminary analysis suggests that an attacker-controlled controller may be able to reduce the expiration time of existing domains due to an integer overflow in the renew function. The vulnerability resides `@ensdomains/ens-contracts` prior to version 0.0.22.

If successfully exploited, this vulnerability would enable attackers to force the expiration of any ENS record, ultimately allowing them to claim the affected domains for themselves. Currently, it would require a malicious DAO to exploit it. Nevertheless, any vulnerability present in the controllers could potentially render this issue exploitable in the future. An additional concern is the possibility of renewal discounts. Should ENS decide to implement a system that offers unlimited .eth domains for a fixed fee in the future, the vulnerability could become exploitable by any user due to the reduced attack cost.

Version 0.0.22 contains a patch for this issue. As long as registration cost remains linear or superlinear based on registration duration, or limited to a reasonable maximum (eg, 1 million years), this vulnerability could only be exploited by a malicious DAO. The interim workaround is thus to take no action.
","","","","2023-08-04T18:15Z","2023-08-10T15:33Z","{'https://github.com/ensdomains/ens-contracts/commit/e6b136e979084de3761c125142620304173990ca', 'https://github.com/ensdomains/ens-contracts/blob/master/contracts/ethregistrar/BaseRegistrarImplementation.sol#L171', 'https://github.com/ensdomains/ens-contracts/security/advisories/GHSA-rrxv-q8m4-wch3'}","{'https://github.com/ensdomains/ens-contracts/commit/e6b136e979084de3761c125142620304173990ca'}","{'https://github.com/ensdomains/ens-contracts/commit/e6b136e979084de3761c125142620304173990ca'}"
"CVE-2023-38699","{'CWE-311'}","MindsDB's AI Virtual Database allows developers to connect any AI/ML model to any datasource. Prior to version 23.7.4.0, a call to requests with `verify=False` disables SSL certificate checks. This rule enforces always verifying SSL certificates for methods in the Requests library. In version 23.7.4.0, certificates are validated by default, which is the desired behavior.","","","","2023-08-04T18:15Z","2023-08-10T15:25Z","{'https://github.com/mindsdb/mindsdb/releases/tag/v23.7.4.0', 'https://github.com/mindsdb/mindsdb/security/advisories/GHSA-8hx6-qv6f-xgcw', 'https://github.com/mindsdb/mindsdb/commit/083afcf6567cf51aa7d89ea892fd97689919053b'}","{'https://github.com/mindsdb/mindsdb/commit/083afcf6567cf51aa7d89ea892fd97689919053b'}","{'https://github.com/mindsdb/mindsdb/commit/083afcf6567cf51aa7d89ea892fd97689919053b'}"
"CVE-2023-38700","{'NVD-CWE-noinfo'}","matrix-appservice-irc is a Node.js IRC bridge for Matrix. Prior to version 1.0.1, it was possible to craft an event such that it would leak part of a targeted message event from another bridged room. This required knowing an event ID to target. Version 1.0.1n fixes this issue. As a workaround, set the `matrixHandler.eventCacheSize` config value to `0`. This workaround may impact performance.","","","","2023-08-04T19:15Z","2023-08-11T18:58Z","{'https://github.com/matrix-org/matrix-appservice-irc/releases/tag/1.0.1', 'https://github.com/matrix-org/matrix-appservice-irc/commit/8bbd2b69a16cbcbeffdd9b5c973fd89d61498d75', 'https://github.com/matrix-org/matrix-appservice-irc/security/advisories/GHSA-c7hh-3v6c-fj4q'}","{'https://github.com/matrix-org/matrix-appservice-irc/commit/8bbd2b69a16cbcbeffdd9b5c973fd89d61498d75'}","{'https://github.com/matrix-org/matrix-appservice-irc/commit/8bbd2b69a16cbcbeffdd9b5c973fd89d61498d75'}"
"CVE-2023-38704","{'NVD-CWE-noinfo'}","import-in-the-middle is a module loading interceptor specifically for ESM modules. The import-in-the-middle loader works by generating a wrapper module on the fly. The wrapper uses the module specifier to load the original module and add some wrapping code. Prior to version 1.4.2, it allows for remote code execution in cases where an application passes user-supplied input directly to the `import()` function. This vulnerability has been patched in import-in-the-middle version 1.4.2.

Some workarounds are available. Do not pass any user-supplied input to `import()`. Instead, verify it against a set of allowed values. If using import-in-the-middle, directly or indirectly, and support for EcmaScript Modules is not needed, ensure that no options are set, either via command-line or the `NODE_OPTIONS` environment variable, that would enable loader hooks.","","","","2023-08-07T20:15Z","2023-08-11T17:56Z","{'https://github.com/DataDog/import-in-the-middle/commit/2531cdd9d1d73f9eaa87c16967f60cb276c1971b', 'https://github.com/DataDog/import-in-the-middle/security/advisories/GHSA-5r27-rw8r-7967'}","{'https://github.com/DataDog/import-in-the-middle/commit/2531cdd9d1d73f9eaa87c16967f60cb276c1971b'}","{'https://github.com/DataDog/import-in-the-middle/commit/2531cdd9d1d73f9eaa87c16967f60cb276c1971b'}"
"CVE-2023-38708","{'CWE-22'}","Pimcore is an Open Source Data & Experience Management Platform: PIM, MDM, CDP, DAM, DXP/CMS & Digital Commerce. A path traversal vulnerability exists in the `AssetController::importServerFilesAction`, which allows an attacker to overwrite or modify sensitive files by manipulating the pimcore_log parameter.This can lead to potential denial of service---key file overwrite.
The impact of this vulnerability allows attackers to: overwrite or modify sensitive files, potentially leading to unauthorized access, privilege escalation, or disclosure of confidential information. This could also cause a denial of service (DoS) if critical system files are overwritten or deleted.","","","","2023-08-04T01:15Z","2023-08-09T16:15Z","{'https://github.com/pimcore/pimcore/security/advisories/GHSA-34hj-v8fm-x887', 'https://github.com/pimcore/pimcore/commit/58012d0e3b8b926fb54eccbd64ec5c993b30c22c'}","{'https://github.com/pimcore/pimcore/commit/58012d0e3b8b926fb54eccbd64ec5c993b30c22c'}","{'https://github.com/pimcore/pimcore/commit/58012d0e3b8b926fb54eccbd64ec5c993b30c22c'}"
"CVE-2023-38745","{'NVD-CWE-noinfo'}","Pandoc before 3.1.6 allows arbitrary file write: this can be triggered by providing a crafted image element in the input when generating files via the --extract-media option or outputting to PDF format. This allows an attacker to create or overwrite arbitrary files, depending on the privileges of the process running Pandoc. It only affects systems that pass untrusted user input to Pandoc and allow Pandoc to be used to produce a PDF or with the --extract-media option. NOTE: this issue exists because of an incomplete fix for CVE-2023-35936 (failure to properly account for double encoded path names).","","","","2023-07-25T04:15Z","2023-08-03T13:43Z","{'https://github.com/jgm/pandoc/compare/3.1.5...3.1.6', 'https://github.com/jgm/pandoc/commit/eddedbfc14916aa06fc01ff04b38aeb30ae2e625', 'https://lists.debian.org/debian-lts-announce/2023/07/msg00029.html'}","{'https://github.com/jgm/pandoc/commit/eddedbfc14916aa06fc01ff04b38aeb30ae2e625'}","{'https://github.com/jgm/pandoc/commit/eddedbfc14916aa06fc01ff04b38aeb30ae2e625'}"
"CVE-2023-38997","{'CWE-22'}","A directory traversal vulnerability in the Captive Portal templates of OPNsense before 23.7 allows attackers to execute arbitrary system commands as root via a crafted ZIP archive.","","","","2023-08-09T19:15Z","2023-08-15T15:09Z","{'https://logicaltrust.net/blog/2023/08/opnsense.html', 'https://github.com/opnsense/core/commit/448762d440b51574f1906c0ec2f5ea6dc4f16eb2'}","{'https://github.com/opnsense/core/commit/448762d440b51574f1906c0ec2f5ea6dc4f16eb2'}","{'https://github.com/opnsense/core/commit/448762d440b51574f1906c0ec2f5ea6dc4f16eb2'}"
"CVE-2023-38998","{'CWE-601'}","An open redirect in the Login page of OPNsense before 23.7 allows attackers to redirect a victim user to an arbitrary web site via a crafted URL.","","","","2023-08-09T19:15Z","2023-08-15T15:08Z","{'https://github.com/opnsense/core/commit/6bc025af1705dcdd8ef22ff5d4fcb986fa4e45f8', 'https://logicaltrust.net/blog/2023/08/opnsense.html'}","{'https://github.com/opnsense/core/commit/6bc025af1705dcdd8ef22ff5d4fcb986fa4e45f8'}","{'https://github.com/opnsense/core/commit/6bc025af1705dcdd8ef22ff5d4fcb986fa4e45f8'}"
"CVE-2023-38999","{'CWE-352'}","A Cross-Site Request Forgery (CSRF) in the System Halt API (/system/halt) of OPNsense before 23.7 allows attackers to cause a Denial of Service (DoS) via a crafted GET request.","","","","2023-08-09T19:15Z","2023-08-15T15:08Z","{'https://logicaltrust.net/blog/2023/08/opnsense.html', 'https://github.com/opnsense/core/commit/5d68f43d1f254144831881fc87d885eed120cf3c'}","{'https://github.com/opnsense/core/commit/5d68f43d1f254144831881fc87d885eed120cf3c'}","{'https://github.com/opnsense/core/commit/5d68f43d1f254144831881fc87d885eed120cf3c'}"
"CVE-2023-39000","{'CWE-79'}","A reflected cross-site scripting (XSS) vulnerability in the component /ui/diagnostics/log/core/ of OPNsense before 23.7 allows attackers to inject arbitrary JavaScript via the URL path.","","","","2023-08-09T19:15Z","2023-08-15T15:08Z","{'https://github.com/opnsense/core/commit/d1f350ce70e477adc86d445f5cda9b24f9ff0168', 'https://logicaltrust.net/blog/2023/08/opnsense.html'}","{'https://github.com/opnsense/core/commit/d1f350ce70e477adc86d445f5cda9b24f9ff0168'}","{'https://github.com/opnsense/core/commit/d1f350ce70e477adc86d445f5cda9b24f9ff0168'}"
"CVE-2023-39001","{'CWE-77'}","A command injection vulnerability in the component diag_backup.php of OPNsense before 23.7 allows attackers to execute arbitrary commands via a crafted backup configuration file.","","","","2023-08-09T19:15Z","2023-08-15T15:08Z","{'https://logicaltrust.net/blog/2023/08/opnsense.html', 'https://github.com/opnsense/core/commit/e800097d0c287bb665f0751a98a67c75ef7b45e5'}","{'https://github.com/opnsense/core/commit/e800097d0c287bb665f0751a98a67c75ef7b45e5'}","{'https://github.com/opnsense/core/commit/e800097d0c287bb665f0751a98a67c75ef7b45e5'}"
"CVE-2023-39002","{'CWE-79'}","A cross-site scripting (XSS) vulnerability in the act parameter of system_certmanager.php in OPNsense before 23.7 allows attackers to execute arbitrary web scripts or HTML via a crafted payload.","","","","2023-08-09T19:15Z","2023-08-15T15:07Z","{'https://github.com/opnsense/core/commit/a4f6a8f8d604271f81984cfcbba0471af58e34dc', 'https://logicaltrust.net/blog/2023/08/opnsense.html'}","{'https://github.com/opnsense/core/commit/a4f6a8f8d604271f81984cfcbba0471af58e34dc'}","{'https://github.com/opnsense/core/commit/a4f6a8f8d604271f81984cfcbba0471af58e34dc'}"
